측정일시,측정소명,년,월,일,오존농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20200513,서초구,2020,5,13,0.04,33.0,12.0
20200513,홍릉로,2020,5,13,0.027,32.0,9.0
20200513,행주,2020,5,13,0.029,45.0,12.0
20200513,한강대로,2020,5,13,0.021,40.0,12.0
20200513,청계천로,2020,5,13,0.025,36.0,15.0
20200513,천호대로,2020,5,13,0.027,37.0,9.0
20200513,중랑구,2020,5,13,0.027,30.0,10.0
20200513,중구,2020,5,13,0.025,26.0,11.0
20200513,종로구,2020,5,13,0.028,33.0,13.0
20200513,종로,2020,5,13,0.028,34.0,13.0
20200513,정릉로,2020,5,13,0.029,40.0,11.0
20200513,자연사박물관,2020,5,13,0.037,30.0,9.0
20200513,화랑로,2020,5,13,0.024,37.0,10.0
20200513,용산구,2020,5,13,0.025,34.0,9.0
20200513,올림픽공원,2020,5,13,0.025,30.0,9.0
20200513,영등포로,2020,5,13,0.021,32.0,10.0
20200513,영등포구,2020,5,13,0.031,29.0,8.0
20200513,양천구,2020,5,13,0.033,30.0,8.0
20200513,신촌로,2020,5,13,0.018,36.0,12.0
20200513,시흥대로,2020,5,13,0.027,35.0,11.0
20200513,송파구,2020,5,13,0.032,30.0,10.0
20200513,세곡,2020,5,13,0.023,43.0,9.0
20200513,성북구,2020,5,13,0.031,34.0,8.0
20200513,성동구,2020,5,13,0.029,29.0,11.0
20200513,은평구,2020,5,13,0.035,30.0,9.0
20200514,남산,2020,5,14,0.037,37.0,7.0
20200514,노원구,2020,5,14,0.029,36.0,11.0
20200514,도봉구,2020,5,14,0.044,47.0,10.0
20200514,도산대로,2020,5,14,0.025,44.0,11.0
20200514,마포아트센터,2020,5,14,0.035,35.0,9.0
20200514,동작구,2020,5,14,0.021,44.0,13.0
20200514,동작대로,2020,5,14,0.018,51.0,15.0
20200514,마포구,2020,5,14,0.027,38.0,12.0
20200514,금천구,2020,5,14,0.029,32.0,11.0
20200514,동대문구,2020,5,14,0.024,35.0,9.0
20200514,궁동,2020,5,14,0.021,37.0,11.0
20200514,강서구,2020,5,14,0.028,38.0,11.0
20200514,광진구,2020,5,14,0.028,44.0,12.0
20200514,관악산,2020,5,14,0.051,52.0,7.0
20200514,관악구,2020,5,14,0.029,38.0,11.0
20200514,공항대로,2020,5,14,0.019,46.0,12.0
20200514,강북구,2020,5,14,0.025,37.0,13.0
20200514,강변북로,2020,5,14,0.02,43.0,8.0
20200514,강동구,2020,5,14,0.023,38.0,14.0
20200514,강남대로,2020,5,14,0.015,43.0,9.0
20200514,강남구,2020,5,14,0.021,34.0,13.0
20200514,북한산,2020,5,14,0.035,33.0,7.0
20200514,구로구,2020,5,14,0.033,48.0,15.0
20200514,서대문구,2020,5,14,0.03,43.0,10.0
20200514,화랑로,2020,5,14,0.016,51.0,12.0
20200514,서초구,2020,5,14,0.033,43.0,16.0
20200514,서울숲,2020,5,14,0.018,35.0,9.0
20200514,홍릉로,2020,5,14,0.02,39.0,11.0
20200514,행주,2020,5,14,0.017,53.0,12.0
20200514,한강대로,2020,5,14,0.021,50.0,14.0
20200514,청계천로,2020,5,14,0.017,41.0,18.0
20200514,천호대로,2020,5,14,0.017,43.0,12.0
20200514,중랑구,2020,5,14,0.028,36.0,11.0
20200514,종로구,2020,5,14,0.025,37.0,14.0
20200514,종로,2020,5,14,0.019,39.0,15.0
20200514,정릉로,2020,5,14,0.021,49.0,13.0
20200514,자연사박물관,2020,5,14,0.043,35.0,10.0
20200514,중구,2020,5,14,0.023,33.0,13.0
20200514,용산구,2020,5,14,0.018,36.0,11.0
20200514,은평구,2020,5,14,0.039,39.0,9.0
20200514,성북구,2020,5,14,0.026,42.0,11.0
20200514,세곡,2020,5,14,0.019,46.0,12.0
20200514,송파구,2020,5,14,0.024,40.0,14.0
20200514,시흥대로,2020,5,14,0.018,45.0,14.0
20200514,성동구,2020,5,14,0.028,37.0,14.0
20200514,양천구,2020,5,14,0.029,39.0,11.0
20200514,영등포구,2020,5,14,0.024,38.0,11.0
20200514,영등포로,2020,5,14,0.017,41.0,13.0
20200514,올림픽공원,2020,5,14,0.018,34.0,12.0
20200514,신촌로,2020,5,14,0.019,40.0,13.0
20200515,금천구,2020,5,15,0.03,27.0,11.0
20200515,마포아트센터,2020,5,15,0.035,29.0,10.0
20200515,마포구,2020,5,15,0.025,32.0,12.0
20200515,동작대로,2020,5,15,0.016,36.0,14.0
20200515,동작구,2020,5,15,0.022,36.0,13.0
20200515,동대문구,2020,5,15,0.023,29.0,9.0
20200515,도산대로,2020,5,15,0.025,30.0,11.0
20200515,도봉구,2020,5,15,0.028,25.0,8.0
20200515,노원구,2020,5,15,0.036,28.0,11.0
20200515,남산,2020,5,15,0.038,27.0,6.0
20200515,궁동,2020,5,15,0.024,30.0,12.0
20200515,북한산,2020,5,15,0.035,22.0,7.0
20200515,광진구,2020,5,15,0.028,31.0,13.0
20200515,관악산,2020,5,15,0.032,29.0,7.0
20200515,관악구,2020,5,15,0.025,33.0,12.0
20200515,공항대로,2020,5,15,0.016,36.0,12.0
20200515,강서구,2020,5,15,0.024,33.0,11.0
20200515,강북구,2020,5,15,0.023,31.0,12.0
20200515,강변북로,2020,5,15,0.031,28.0,7.0
20200515,강동구,2020,5,15,0.028,28.0,13.0
20200515,강남대로,2020,5,15,0.015,29.0,10.0
20200515,강남구,2020,5,15,0.022,27.0,12.0
20200515,구로구,2020,5,15,0.032,35.0,17.0
20200515,서대문구,2020,5,15,0.036,31.0,12.0
20200515,화랑로,2020,5,15,0.016,34.0,12.0
20200515,서초구,2020,5,15,0.027,37.0,18.0
20200515,홍릉로,2020,5,15,0.02,34.0,11.0
20200515,행주,2020,5,15,0.017,34.0,11.0
20200515,한강대로,2020,5,15,0.022,42.0,14.0
20200515,청계천로,2020,5,15,0.016,39.0,16.0
20200515,천호대로,2020,5,15,0.016,33.0,13.0
20200515,중랑구,2020,5,15,0.027,31.0,11.0
20200515,중구,2020,5,15,0.018,33.0,13.0
20200515,종로구,2020,5,15,0.021,38.0,12.0
20200515,종로,2020,5,15,0.016,36.0,16.0
20200515,정릉로,2020,5,15,0.017,37.0,14.0
20200515,자연사박물관,2020,5,15,0.039,29.0,10.0
20200515,서울숲,2020,5,15,0.022,28.0,8.0
20200515,용산구,2020,5,15,0.022,32.0,11.0
20200515,올림픽공원,2020,5,15,0.019,26.0,12.0
20200515,영등포로,2020,5,15,0.017,34.0,15.0
20200515,영등포구,2020,5,15,0.023,32.0,12.0
20200515,양천구,2020,5,15,0.023,34.0,12.0
20200515,신촌로,2020,5,15,0.024,38.0,12.0
20200515,시흥대로,2020,5,15,0.013,39.0,14.0
20200515,송파구,2020,5,15,0.022,30.0,11.0
20200515,세곡,2020,5,15,0.017,30.0,11.0
20200515,성북구,2020,5,15,0.02,32.0,12.0
20200515,성동구,2020,5,15,0.029,30.0,13.0
20200515,은평구,2020,5,15,0.039,29.0,10.0
20200516,노원구,2020,5,16,0.03,17.0,10.0
20200516,도봉구,2020,5,16,0.03,20.0,14.0
20200516,도산대로,2020,5,16,0.025,23.0,14.0
20200516,동대문구,2020,5,16,0.026,18.0,9.0
20200516,북한산,2020,5,16,0.029,18.0,11.0
20200516,동작대로,2020,5,16,0.02,34.0,17.0
20200516,마포구,2020,5,16,0.027,19.0,13.0
20200516,마포아트센터,2020,5,16,0.037,22.0,12.0
20200516,남산,2020,5,16,0.033,18.0,10.0
20200516,동작구,2020,5,16,0.023,25.0,17.0
20200516,금천구,2020,5,16,0.028,20.0,13.0
20200516,공항대로,2020,5,16,0.024,25.0,13.0
20200516,구로구,2020,5,16,0.036,33.0,26.0
20200516,광진구,2020,5,16,0.029,24.0,17.0
20200516,관악산,2020,5,16,0.021,14.0,10.0
20200516,관악구,2020,5,16,0.03,22.0,13.0
20200516,강서구,2020,5,16,0.029,23.0,14.0
20200516,강북구,2020,5,16,0.021,19.0,12.0
20200516,강변북로,2020,5,16,0.017,25.0,10.0
20200516,강동구,2020,5,16,0.024,19.0,12.0
20200516,강남대로,2020,5,16,0.022,23.0,11.0
20200516,서대문구,2020,5,16,0.032,25.0,19.0
20200516,궁동,2020,5,16,0.03,22.0,13.0
20200516,강남구,2020,5,16,0.028,19.0,13.0
20200516,서울숲,2020,5,16,0.016,17.0,8.0
20200516,성동구,2020,5,16,0.023,19.0,13.0
20200516,서초구,2020,5,16,0.035,35.0,28.0
20200516,홍릉로,2020,5,16,0.021,21.0,12.0
20200516,행주,2020,5,16,0.021,29.0,18.0
20200516,한강대로,2020,5,16,0.02,25.0,14.0
20200516,청계천로,2020,5,16,0.021,24.0,17.0
20200516,천호대로,2020,5,16,0.019,21.0,10.0
20200516,중랑구,2020,5,16,0.023,19.0,11.0
20200516,중구,2020,5,16,0.022,19.0,13.0
20200516,종로구,2020,5,16,0.019,25.0,13.0
20200516,종로,2020,5,16,0.021,22.0,15.0
20200516,정릉로,2020,5,16,0.02,36.0,20.0
20200516,화랑로,2020,5,16,0.024,33.0,18.0
20200516,은평구,2020,5,16,0.036,22.0,16.0
20200516,자연사박물관,2020,5,16,0.035,17.0,11.0
20200516,세곡,2020,5,16,0.021,24.0,14.0
20200516,송파구,2020,5,16,0.027,20.0,12.0
20200516,시흥대로,2020,5,16,0.022,25.0,14.0
20200516,신촌로,2020,5,16,0.019,27.0,15.0
20200516,성북구,2020,5,16,0.025,24.0,13.0
20200516,영등포구,2020,5,16,0.029,19.0,11.0
20200516,영등포로,2020,5,16,0.017,28.0,16.0
20200516,올림픽공원,2020,5,16,0.016,20.0,12.0
20200516,용산구,2020,5,16,0.019,20.0,12.0
20200516,양천구,2020,5,16,0.033,21.0,12.0
20200517,남산,2020,5,17,0.039,40.0,26.0
20200517,마포아트센터,2020,5,17,0.044,40.0,27.0
20200517,마포구,2020,5,17,0.033,34.0,25.0
20200517,동작대로,2020,5,17,0.032,58.0,31.0
20200517,동작구,2020,5,17,0.03,46.0,32.0
20200517,동대문구,2020,5,17,0.037,36.0,21.0
20200517,도산대로,2020,5,17,0.035,43.0,30.0
20200517,도봉구,2020,5,17,0.042,42.0,32.0
20200517,노원구,2020,5,17,0.042,38.0,21.0
20200517,금천구,2020,5,17,0.033,33.0,23.0
20200517,공항대로,2020,5,17,0.029,38.0,22.0
20200517,구로구,2020,5,17,0.038,53.0,43.0
20200517,광진구,2020,5,17,0.046,44.0,34.0
20200517,관악산,2020,5,17,0.02,47.0,35.0
20200517,관악구,2020,5,17,0.035,35.0,21.0
20200517,강서구,2020,5,17,0.035,39.0,25.0
20200517,강북구,2020,5,17,0.025,39.0,27.0
20200517,강변북로,2020,5,17,0.029,48.0,23.0
20200517,강동구,2020,5,17,0.041,40.0,27.0
20200517,강남대로,2020,5,17,0.032,40.0,27.0
20200517,강남구,2020,5,17,0.039,35.0,24.0
20200517,북한산,2020,5,17,0.034,39.0,24.0
20200517,서대문구,2020,5,17,0.038,49.0,37.0
20200517,궁동,2020,5,17,0.036,38.0,23.0
20200517,서초구,2020,5,17,0.046,56.0,46.0
20200517,서울숲,2020,5,17,0.027,35.0,19.0
20200517,홍릉로,2020,5,17,0.034,38.0,26.0
20200517,행주,2020,5,17,0.028,48.0,30.0
20200517,한강대로,2020,5,17,0.027,45.0,28.0
20200517,청계천로,2020,5,17,0.033,43.0,29.0
20200517,천호대로,2020,5,17,0.034,43.0,22.0
20200517,중랑구,2020,5,17,0.035,41.0,26.0
20200517,중구,2020,5,17,0.028,37.0,28.0
20200517,종로구,2020,5,17,0.028,40.0,26.0
20200517,종로,2020,5,17,0.032,41.0,29.0
20200517,정릉로,2020,5,17,0.034,61.0,37.0
20200517,자연사박물관,2020,5,17,0.039,34.0,23.0
20200517,화랑로,2020,5,17,0.036,62.0,37.0
20200517,용산구,2020,5,17,0.028,38.0,23.0
20200517,은평구,2020,5,17,0.041,43.0,33.0
20200517,성북구,2020,5,17,0.037,41.0,29.0
20200517,세곡,2020,5,17,0.031,48.0,32.0
20200517,송파구,2020,5,17,0.042,40.0,25.0
20200517,시흥대로,2020,5,17,0.027,41.0,24.0
20200517,성동구,2020,5,17,0.039,36.0,25.0
20200517,양천구,2020,5,17,0.037,35.0,20.0
20200517,영등포구,2020,5,17,0.035,32.0,20.0
20200517,영등포로,2020,5,17,0.03,41.0,27.0
20200517,올림픽공원,2020,5,17,0.028,40.0,28.0
20200517,신촌로,2020,5,17,0.027,43.0,26.0
20200518,마포아트센터,2020,5,18,0.026,48.0,30.0
20200518,금천구,2020,5,18,0.022,42.0,28.0
20200518,마포구,2020,5,18,0.027,40.0,27.0
20200518,동작대로,2020,5,18,0.023,66.0,37.0
20200518,동작구,2020,5,18,0.026,58.0,39.0
20200518,동대문구,2020,5,18,0.033,35.0,19.0
20200518,도산대로,2020,5,18,0.031,45.0,28.0
20200518,도봉구,2020,5,18,0.038,37.0,26.0
20200518,노원구,2020,5,18,0.033,37.0,21.0
20200518,남산,2020,5,18,0.041,40.0,24.0
20200518,궁동,2020,5,18,0.017,51.0,28.0
20200518,강서구,2020,5,18,0.027,53.0,32.0
20200518,광진구,2020,5,18,0.039,41.0,29.0
20200518,관악산,2020,5,18,0.033,56.0,33.0
20200518,관악구,2020,5,18,0.028,46.0,27.0
20200518,공항대로,2020,5,18,0.019,52.0,25.0
20200518,강북구,2020,5,18,0.024,41.0,26.0
20200518,강변북로,2020,5,18,0.025,47.0,21.0
20200518,강동구,2020,5,18,0.032,41.0,26.0
20200518,강남대로,2020,5,18,0.02,44.0,27.0
20200518,강남구,2020,5,18,0.033,41.0,26.0
20200518,북한산,2020,5,18,0.036,41.0,19.0
20200518,구로구,2020,5,18,0.028,26.0,42.0
20200518,서대문구,2020,5,18,0.033,46.0,31.0
20200518,서울숲,2020,5,18,0.02,38.0,19.0
20200518,서초구,2020,5,18,0.035,66.0,48.0
20200518,홍릉로,2020,5,18,0.03,41.0,25.0
20200518,행주,2020,5,18,0.025,51.0,31.0
20200518,한강대로,2020,5,18,0.023,54.0,30.0
20200518,청계천로,2020,5,18,0.025,51.0,31.0
20200518,천호대로,2020,5,18,0.028,49.0,23.0
20200518,중랑구,2020,5,18,0.033,40.0,24.0
20200518,종로구,2020,5,18,0.027,41.0,25.0
20200518,종로,2020,5,18,0.027,44.0,29.0
20200518,정릉로,2020,5,18,0.029,54.0,31.0
20200518,자연사박물관,2020,5,18,0.038,38.0,24.0
20200518,은평구,2020,5,18,0.032,40.0,28.0
20200518,중구,2020,5,18,0.024,41.0,28.0
20200518,올림픽공원,2020,5,18,0.024,43.0,28.0
20200518,용산구,2020,5,18,0.027,40.0,24.0
20200518,성북구,2020,5,18,0.032,42.0,26.0
20200518,세곡,2020,5,18,0.025,48.0,30.0
20200518,송파구,2020,5,18,0.034,45.0,29.0
20200518,시흥대로,2020,5,18,0.016,60.0,33.0
20200518,성동구,2020,5,18,0.034,39.0,26.0
20200518,양천구,2020,5,18,0.025,49.0,24.0
20200518,영등포구,2020,5,18,0.028,43.0,25.0
20200518,영등포로,2020,5,18,0.022,58.0,34.0
20200518,신촌로,2020,5,18,0.025,50.0,30.0
20200518,화랑로,2020,5,18,0.028,55.0,30.0
20200519,금천구,2020,5,19,0.025,13.0,8.0
20200519,마포아트센터,2020,5,19,0.03,16.0,5.0
20200519,마포구,2020,5,19,0.028,14.0,6.0
20200519,동작대로,2020,5,19,0.023,23.0,10.0
20200519,동작구,2020,5,19,0.024,19.0,7.0
20200519,동대문구,2020,5,19,0.028,14.0,5.0
20200519,도산대로,2020,5,19,0.03,16.0,7.0
20200519,도봉구,2020,5,19,0.032,15.0,7.0
20200519,노원구,2020,5,19,0.036,15.0,7.0
20200519,남산,2020,5,19,0.032,13.0,5.0
20200519,강남구,2020,5,19,0.029,14.0,7.0
20200519,구로구,2020,5,19,0.021,13.0,9.0
20200519,광진구,2020,5,19,0.036,14.0,7.0
20200519,관악산,2020,5,19,0.016,11.0,3.0
20200519,관악구,2020,5,19,0.026,18.0,7.0
20200519,공항대로,2020,5,19,0.022,16.0,7.0
20200519,강서구,2020,5,19,0.029,13.0,6.0
20200519,강북구,2020,5,19,0.024,16.0,7.0
20200519,강변북로,2020,5,19,0.03,15.0,5.0
20200519,강동구,2020,5,19,0.031,14.0,7.0
20200519,강남대로,2020,5,19,0.022,18.0,7.0
20200519,북한산,2020,5,19,0.031,14.0,6.0
20200519,궁동,2020,5,19,0.03,13.0,6.0
20200519,서대문구,2020,5,19,0.033,15.0,8.0
20200519,용산구,2020,5,19,0.026,17.0,7.0
20200519,서초구,2020,5,19,0.034,14.0,10.0
20200519,화랑로,2020,5,19,0.025,22.0,10.0
20200519,홍릉로,2020,5,19,0.026,15.0,6.0
20200519,행주,2020,5,19,0.026,18.0,8.0
20200519,한강대로,2020,5,19,0.024,19.0,8.0
20200519,청계천로,2020,5,19,0.026,19.0,11.0
20200519,천호대로,2020,5,19,0.024,19.0,7.0
20200519,중랑구,2020,5,19,0.026,15.0,7.0
20200519,중구,2020,5,19,0.024,14.0,7.0
20200519,종로구,2020,5,19,0.024,18.0,8.0
20200519,종로,2020,5,19,0.027,21.0,10.0
20200519,정릉로,2020,5,19,0.026,21.0,10.0
20200519,서울숲,2020,5,19,0.023,14.0,4.0
20200519,은평구,2020,5,19,0.035,14.0,7.0
20200519,올림픽공원,2020,5,19,0.024,14.0,7.0
20200519,영등포로,2020,5,19,0.025,18.0,7.0
20200519,영등포구,2020,5,19,0.026,16.0,5.0
20200519,양천구,2020,5,19,0.028,15.0,5.0
20200519,신촌로,2020,5,19,0.027,17.0,8.0
20200519,시흥대로,2020,5,19,0.019,20.0,8.0
20200519,송파구,2020,5,19,0.031,16.0,6.0
20200519,세곡,2020,5,19,0.022,17.0,7.0
20200519,성북구,2020,5,19,0.029,16.0,6.0
20200519,성동구,2020,5,19,0.031,15.0,8.0
20200519,자연사박물관,2020,5,19,0.038,13.0,5.0
20200520,남산,2020,5,20,0.029,5.0,2.0
20200520,노원구,2020,5,20,0.032,5.0,3.0
20200520,도봉구,2020,5,20,0.029,5.0,2.0
20200520,도산대로,2020,5,20,0.024,8.0,3.0
20200520,마포아트센터,2020,5,20,0.03,7.0,2.0
20200520,동작구,2020,5,20,0.021,11.0,4.0
20200520,동작대로,2020,5,20,0.019,12.0,4.0
20200520,마포구,2020,5,20,0.023,7.0,2.0
20200520,금천구,2020,5,20,0.021,9.0,5.0
20200520,동대문구,2020,5,20,0.025,5.0,2.0
20200520,궁동,2020,5,20,0.024,9.0,4.0
20200520,강서구,2020,5,20,0.028,8.0,3.0
20200520,광진구,2020,5,20,0.03,6.0,2.0
20200520,관악산,2020,5,20,0.007,9.0,3.0
20200520,관악구,2020,5,20,0.024,11.0,4.0
20200520,공항대로,2020,5,20,0.019,14.0,4.0
20200520,강북구,2020,5,20,0.021,7.0,3.0
20200520,강변북로,2020,5,20,0.024,6.0,3.0
20200520,강동구,2020,5,20,0.025,5.0,3.0
20200520,강남대로,2020,5,20,0.016,11.0,3.0
20200520,강남구,2020,5,20,0.024,7.0,3.0
20200520,북한산,2020,5,20,0.029,6.0,3.0
20200520,구로구,2020,5,20,0.026,9.0,5.0
20200520,서대문구,2020,5,20,0.026,6.0,2.0
20200520,서울숲,2020,5,20,0.021,6.0,1.0
20200520,서초구,2020,5,20,0.029,5.0,5.0
20200520,화랑로,2020,5,20,0.019,11.0,5.0
20200520,행주,2020,5,20,0.025,10.0,5.0
20200520,한강대로,2020,5,20,0.022,19.0,7.0
20200520,청계천로,2020,5,20,0.022,11.0,7.0
20200520,천호대로,2020,5,20,0.017,11.0,4.0
20200520,중랑구,2020,5,20,0.022,6.0,3.0
20200520,중구,2020,5,20,0.021,6.0,4.0
20200520,종로구,2020,5,20,0.024,8.0,4.0
20200520,종로,2020,5,20,0.023,11.0,6.0
20200520,정릉로,2020,5,20,0.022,9.0,4.0
20200520,자연사박물관,2020,5,20,0.031,5.0,3.0
20200520,홍릉로,2020,5,20,0.022,10.0,4.0
20200520,용산구,2020,5,20,0.021,7.0,3.0
20200520,은평구,2020,5,20,0.028,6.0,2.0
20200520,성북구,2020,5,20,0.024,8.0,1.0
20200520,세곡,2020,5,20,0.017,10.0,2.0
20200520,송파구,2020,5,20,0.028,7.0,3.0
20200520,시흥대로,2020,5,20,0.014,16.0,7.0
20200520,성동구,2020,5,20,0.026,6.0,3.0
20200520,양천구,2020,5,20,0.024,8.0,3.0
20200520,영등포구,2020,5,20,0.022,9.0,3.0
20200520,영등포로,2020,5,20,0.02,11.0,6.0
20200520,올림픽공원,2020,5,20,0.021,6.0,2.0
20200520,신촌로,2020,5,20,0.021,9.0,4.0
20200521,금천구,2020,5,21,0.019,18.0,10.0
20200521,마포구,2020,5,21,0.024,19.0,9.0
20200521,동작대로,2020,5,21,0.016,27.0,13.0
20200521,동작구,2020,5,21,0.02,20.0,9.0
20200521,동대문구,2020,5,21,0.025,17.0,7.0
20200521,도산대로,2020,5,21,0.02,22.0,9.0
20200521,도봉구,2020,5,21,0.029,17.0,8.0
20200521,노원구,2020,5,21,0.027,18.0,8.0
20200521,남산,2020,5,21,0.028,18.0,7.0
20200521,마포아트센터,2020,5,21,0.028,17.0,6.0
20200521,공항대로,2020,5,21,0.018,26.0,11.0
20200521,광진구,2020,5,21,0.03,16.0,7.0
20200521,관악산,2020,5,21,0.018,19.0,8.0
20200521,관악구,2020,5,21,0.023,20.0,9.0
20200521,강서구,2020,5,21,0.024,20.0,10.0
20200521,강북구,2020,5,21,0.022,21.0,10.0
20200521,강변북로,2020,5,21,0.019,20.0,6.0
20200521,강동구,2020,5,21,0.027,15.0,8.0
20200521,강남대로,2020,5,21,0.014,21.0,7.0
20200521,강남구,2020,5,21,0.023,16.0,8.0
20200521,북한산,2020,5,21,0.03,18.0,7.0
20200521,구로구,2020,5,21,0.03,21.0,13.0
20200521,서대문구,2020,5,21,0.029,21.0,12.0
20200521,궁동,2020,5,21,0.026,21.0,11.0
20200521,서초구,2020,5,21,0.028,18.0,11.0
20200521,화랑로,2020,5,21,0.018,28.0,12.0
20200521,홍릉로,2020,5,21,0.02,23.0,10.0
20200521,행주,2020,5,21,0.017,29.0,15.0
20200521,한강대로,2020,5,21,0.019,31.0,13.0
20200521,청계천로,2020,5,21,0.019,25.0,15.0
20200521,천호대로,2020,5,21,0.018,21.0,7.0
20200521,중랑구,2020,5,21,0.023,17.0,8.0
20200521,중구,2020,5,21,0.021,22.0,11.0
20200521,종로구,2020,5,21,0.023,20.0,11.0
20200521,종로,2020,5,21,0.021,24.0,13.0
20200521,정릉로,2020,5,21,0.019,28.0,13.0
20200521,자연사박물관,2020,5,21,0.035,19.0,9.0
20200521,서울숲,2020,5,21,0.019,16.0,5.0
20200521,용산구,2020,5,21,0.02,19.0,9.0
20200521,은평구,2020,5,21,0.032,20.0,10.0
20200521,성북구,2020,5,21,0.022,22.0,9.0
20200521,세곡,2020,5,21,0.019,19.0,7.0
20200521,송파구,2020,5,21,0.024,18.0,7.0
20200521,시흥대로,2020,5,21,0.016,26.0,12.0
20200521,성동구,2020,5,21,0.026,16.0,9.0
20200521,양천구,2020,5,21,0.023,21.0,9.0
20200521,영등포구,2020,5,21,0.022,20.0,9.0
20200521,영등포로,2020,5,21,0.017,23.0,12.0
20200521,올림픽공원,2020,5,21,0.02,14.0,7.0
20200521,신촌로,2020,5,21,0.018,22.0,11.0
20200522,금천구,2020,5,22,0.03,34.0,24.0
20200522,마포구,2020,5,22,0.033,37.0,26.0
20200522,동작대로,2020,5,22,0.024,61.0,36.0
20200522,동작구,2020,5,22,0.03,44.0,27.0
20200522,동대문구,2020,5,22,0.034,40.0,24.0
20200522,도산대로,2020,5,22,0.033,52.0,34.0
20200522,도봉구,2020,5,22,0.039,48.0,34.0
20200522,노원구,2020,5,22,0.031,40.0,24.0
20200522,남산,2020,5,22,0.04,44.0,28.0
20200522,마포아트센터,2020,5,22,0.041,38.0,24.0
20200522,공항대로,2020,5,22,0.027,43.0,25.0
20200522,광진구,2020,5,22,0.036,37.0,26.0
20200522,관악산,2020,5,22,0.028,39.0,29.0
20200522,관악구,2020,5,22,0.037,38.0,23.0
20200522,강서구,2020,5,22,0.034,40.0,26.0
20200522,강북구,2020,5,22,0.028,45.0,28.0
20200522,강변북로,2020,5,22,0.021,55.0,32.0
20200522,강동구,2020,5,22,0.035,38.0,25.0
20200522,강남대로,2020,5,22,0.022,43.0,29.0
20200522,강남구,2020,5,22,0.03,36.0,25.0
20200522,북한산,2020,5,22,0.04,45.0,28.0
20200522,궁동,2020,5,22,0.034,45.0,29.0
20200522,서대문구,2020,5,22,0.039,54.0,38.0
20200522,구로구,2020,5,22,0.041,47.0,35.0
20200522,서초구,2020,5,22,0.042,49.0,34.0
20200522,화랑로,2020,5,22,0.024,69.0,36.0
20200522,홍릉로,2020,5,22,0.028,43.0,28.0
20200522,행주,2020,5,22,0.026,63.0,38.0
20200522,한강대로,2020,5,22,0.028,52.0,30.0
20200522,청계천로,2020,5,22,0.026,51.0,35.0
20200522,천호대로,2020,5,22,0.026,41.0,22.0
20200522,중랑구,2020,5,22,0.029,41.0,24.0
20200522,중구,2020,5,22,0.028,44.0,32.0
20200522,종로구,2020,5,22,0.031,42.0,28.0
20200522,종로,2020,5,22,0.031,45.0,29.0
20200522,정릉로,2020,5,22,0.028,67.0,39.0
20200522,자연사박물관,2020,5,22,0.045,38.0,25.0
20200522,서울숲,2020,5,22,0.022,35.0,20.0
20200522,용산구,2020,5,22,0.028,39.0,24.0
20200522,은평구,2020,5,22,0.043,48.0,36.0
20200522,성북구,2020,5,22,0.033,49.0,31.0
20200522,세곡,2020,5,22,0.029,46.0,30.0
20200522,송파구,2020,5,22,0.036,36.0,22.0
20200522,시흥대로,2020,5,22,0.026,47.0,27.0
20200522,성동구,2020,5,22,0.032,38.0,25.0
20200522,양천구,2020,5,22,0.036,43.0,25.0
20200522,영등포구,2020,5,22,0.033,40.0,25.0
20200522,영등포로,2020,5,22,0.026,52.0,36.0
20200522,올림픽공원,2020,5,22,0.025,42.0,30.0
20200522,신촌로,2020,5,22,0.026,49.0,30.0
20200523,금천구,2020,5,23,0.029,45.0,33.0
20200523,마포구,2020,5,23,0.038,40.0,30.0
20200523,동작대로,2020,5,23,0.032,68.0,41.0
20200523,동작구,2020,5,23,0.034,51.0,33.0
20200523,동대문구,2020,5,23,0.042,44.0,28.0
20200523,도산대로,2020,5,23,0.037,53.0,37.0
20200523,도봉구,2020,5,23,0.042,47.0,36.0
20200523,노원구,2020,5,23,0.042,43.0,27.0
20200523,남산,2020,5,23,0.049,46.0,30.0
20200523,마포아트센터,2020,5,23,0.049,42.0,27.0
20200523,공항대로,2020,5,23,0.03,47.0,29.0
20200523,광진구,2020,5,23,0.047,44.0,32.0
20200523,관악산,2020,5,23,0.05,52.0,35.0
20200523,관악구,2020,5,23,0.04,45.0,29.0
20200523,강서구,2020,5,23,0.039,45.0,29.0
20200523,강북구,2020,5,23,0.03,51.0,33.0
20200523,강변북로,2020,5,23,0.026,61.0,35.0
20200523,강동구,2020,5,23,0.041,48.0,33.0
20200523,강남대로,2020,5,23,0.027,52.0,36.0
20200523,강남구,2020,5,23,0.044,46.0,33.0
20200523,북한산,2020,5,23,0.043,48.0,28.0
20200523,구로구,2020,5,23,0.046,50.0,38.0
20200523,서대문구,2020,5,23,0.044,55.0,39.0
20200523,궁동,2020,5,23,0.033,49.0,33.0
20200523,서초구,2020,5,23,0.049,53.0,37.0
20200523,화랑로,2020,5,23,0.03,59.0,35.0
20200523,홍릉로,2020,5,23,0.034,49.0,33.0
20200523,행주,2020,5,23,0.032,56.0,34.0
20200523,한강대로,2020,5,23,0.031,55.0,33.0
20200523,청계천로,2020,5,23,0.036,53.0,36.0
20200523,천호대로,2020,5,23,0.035,55.0,31.0
